Gene,Gene name,tau,max_nTPM
ENSG00000120594,PLXDC2,0.7404181184668991,28.7
ENSG00000128604,IRF5,0.740379746835443,15.8
ENSG00000111879,FAM184A,0.7403720930232558,21.5
ENSG00000213563,C8orf82,0.740338028169014,35.5
ENSG00000242114,MTFP1,0.7402687140115163,52.1
ENSG00000104856,RELB,0.7402373887240355,33.7
ENSG00000123810,B9D2,0.7402325581395347,17.2
ENSG00000184428,TOP1MT,0.7402197802197802,45.5
ENSG00000153207,AHCTF1,0.7401973684210524,30.4
ENSG00000144711,IQSEC1,0.74016091954023,87.0
ENSG00000182934,SRPRA,0.7401042920176495,249.3
ENSG00000171791,BCL2,0.7400892857142857,22.4
ENSG00000198075,SULT1C4,0.7400699300699302,28.6
ENSG00000154065,ANKRD29,0.7400677966101696,29.5
ENSG00000139531,SUOX,0.7400569800569801,70.2
ENSG00000091164,TXNL1,0.740032362459547,185.4
ENSG00000168952,STXBP6,0.74,40.2
ENSG00000182973,CNOT10,0.74,37.4
ENSG00000139620,KANSL2,0.7399999999999999,39.5
ENSG00000148248,SURF4,0.7399907493061978,216.2
ENSG00000091592,NLRP1,0.7399568034557233,46.3
ENSG00000109854,HTATIP2,0.7399530516431924,127.8
ENSG00000124508,BTN2A2,0.7399418604651163,34.4
ENSG00000142599,RERE,0.7399315068493151,146.0
ENSG00000172869,DMXL1,0.7399206349206351,25.2
ENSG00000123989,CHPF,0.7398856053384176,104.9
ENSG00000248487,ABHD14A,0.7398391959798997,99.5
ENSG00000179862,CITED4,0.7398387096774195,49.6
ENSG00000130881,LRP3,0.7396862745098036,76.5
ENSG00000172046,USP19,0.7396774193548388,62.0
ENSG00000130816,DNMT1,0.739672131147541,24.4
ENSG00000173171,MTX1,0.7396567505720826,87.4
ENSG00000133195,SLC39A11,0.7395614035087719,45.6
ENSG00000112039,FANCE,0.7395419847328245,13.1
ENSG00000196437,ZNF569,0.739527559055118,12.7
ENSG00000184206,GOLGA6L4,0.7395238095238095,12.6
ENSG00000162139,NEU3,0.7394331983805668,24.7
ENSG00000173020,GRK2,0.7393340494092374,186.2
ENSG00000196704,AMZ2,0.7392986301369863,182.5
ENSG00000132004,FBXW9,0.7391443850267381,18.7
ENSG00000085998,POMGNT1,0.739139240506329,79.0
ENSG00000169020,ATP5ME,0.7390927096104876,2120.6
ENSG00000162512,SDC3,0.7390395042602634,129.1
ENSG00000082397,EPB41L3,0.738995290423862,63.7
ENSG00000164032,H2AZ1,0.738989933458454,586.1
ENSG00000173575,CHD2,0.7389767441860465,64.5
ENSG00000183624,HMCES,0.7389722675367046,122.6
ENSG00000175048,ZDHHC14,0.7389380530973452,11.3
ENSG00000128394,APOBEC3F,0.7389041095890412,14.6
ENSG00000130165,ELOF1,0.7388883170355122,194.3
ENSG00000128917,DLL4,0.7388571428571428,24.5
ENSG00000121390,PSPC1,0.7388188976377953,50.8
ENSG00000142655,PEX14,0.7387951807228916,58.1
ENSG00000182768,NGRN,0.7387782468338712,402.7
ENSG00000163412,EIF4E3,0.7387219343696028,57.9
ENSG00000102226,USP11,0.7387131050767414,169.4
ENSG00000183655,KLHL25,0.7386206896551724,14.5
ENSG00000168268,NT5DC2,0.7385096596136157,108.7
ENSG00000179163,FUCA1,0.7384625158831004,157.4
ENSG00000213316,LTC4S,0.7384615384615384,11.7
ENSG00000213281,NRAS,0.7384057971014493,55.2
ENSG00000174628,IQCK,0.7383809523809525,21.0
ENSG00000156049,GNA14,0.7383240223463686,17.9
ENSG00000131067,GGT7,0.7383042394014961,80.2
ENSG00000182208,MOB2,0.7382951653944021,78.6
ENSG00000181472,ZBTB2,0.7382014388489211,27.8
ENSG00000035403,VCL,0.7380727272727273,220.0
ENSG00000102974,CTCF,0.7380555555555555,64.8
ENSG00000152942,RAD17,0.7380051150895142,39.1
ENSG00000274523,RCC1L,0.7380000000000001,86.0
ENSG00000175104,TRAF6,0.7380000000000001,22.0
ENSG00000138185,ENTPD1,0.7379310344827588,46.4
ENSG00000183741,CBX6,0.737851851851852,81.0
ENSG00000125445,MRPS7,0.7377284199899041,198.1
ENSG00000135414,GDF11,0.7376999999999999,20.0
ENSG00000173457,PPP1R14B,0.7376838546069314,236.6
ENSG00000119242,CCDC92,0.7376811594202897,138.0
ENSG00000286019,NOTCH2NLB,0.737655172413793,14.5
ENSG00000198380,GFPT1,0.7376168224299064,85.6
ENSG00000196268,ZNF493,0.7374216027874563,28.7
ENSG00000240053,LY6G5B,0.7374193548387098,58.9
ENSG00000170485,NPAS2,0.7373877551020408,49.0
ENSG00000167863,ATP5PD,0.7373677594043129,1034.1
ENSG00000127334,DYRK2,0.7373513513513514,37.0
ENSG00000122203,KIAA1191,0.737301075268817,186.0
ENSG00000167074,TEF,0.7372890733056707,72.3
ENSG00000160209,PDXK,0.7372876712328766,73.0
ENSG00000167264,DUS2,0.7372490706319703,26.9
ENSG00000272886,DCP1A,0.7372340425531916,28.2
ENSG00000163171,CDC42EP3,0.737196819085487,100.6
ENSG00000003402,CFLAR,0.7371832191780822,233.6
ENSG00000171603,CLSTN1,0.7371631205673757,169.2
ENSG00000115526,CHST10,0.7371527777777779,28.8
ENSG00000004487,KDM1A,0.7371428571428572,67.9
ENSG00000163811,WDR43,0.7370712909441233,51.9
ENSG00000102054,RBBP7,0.737045045045045,277.5
ENSG00000167114,SLC27A4,0.7370158730158729,63.0
ENSG00000165757,JCAD,0.7369969969969968,33.3
ENSG00000176871,WSB2,0.7369875573018991,152.7
ENSG00000254402,LRRC24,0.73696,12.5
ENSG00000153561,RMND5A,0.736928,62.5
ENSG00000213793,ZNF888,0.7369230769230769,11.7
ENSG00000197128,ZNF772,0.7369230769230768,13.0
ENSG00000109787,KLF3,0.7369196428571427,89.6
ENSG00000135077,HAVCR2,0.7368656716417911,26.8
ENSG00000066855,MTFR1,0.7367584097859328,32.7
ENSG00000259330,INAFM2,0.7367019027484142,47.3
ENSG00000270800,RPS10-NUDT3,0.7366550522648084,28.7
ENSG00000027075,PRKCH,0.7366500829187396,60.3
ENSG00000213689,TREX1,0.736599732262383,74.7
ENSG00000165264,NDUFB6,0.7365482233502538,157.6
ENSG00000009830,POMT2,0.7364912280701753,11.4
ENSG00000134901,POGLUT2,0.7364705882352942,11.9
ENSG00000138771,SHROOM3,0.7364462809917356,24.2
ENSG00000131016,AKAP12,0.7363905325443788,101.4
ENSG00000163590,PPM1L,0.736390243902439,20.5
ENSG00000095574,IKZF5,0.7363862928348911,32.1
ENSG00000228716,DHFR,0.7363120567375887,56.4
ENSG00000111912,NCOA7,0.7363119072708115,94.9
ENSG00000185187,SIGIRR,0.7361820199778023,90.1
ENSG00000160087,UBE2J2,0.7361657032755298,103.8
ENSG00000178809,TRIM73,0.736111111111111,18.0
ENSG00000128791,TWSG1,0.736096256684492,74.8
ENSG00000127418,FGFRL1,0.7360766961651916,67.8
ENSG00000167986,DDB1,0.7360549199084667,218.5
ENSG00000103540,CCP110,0.7360240963855421,33.2
ENSG00000272617,ENSG00000272617,0.7360117302052787,34.1
ENSG00000138496,PARP9,0.7360061919504644,64.6
ENSG00000177628,GBA1,0.7360040983606556,97.6
ENSG00000189171,S100A13,0.7359720549265236,415.1
ENSG00000185621,LMLN,0.7358878504672898,10.7
ENSG00000168487,BMP1,0.7358754863813229,25.7
ENSG00000204316,MRPL38,0.7358711566617864,136.6
ENSG00000097033,SH3GLB1,0.7358624923265807,162.9
ENSG00000150093,ITGB1,0.7358328304164152,662.8
ENSG00000114019,AMOTL2,0.735820476858345,71.3
ENSG00000158966,CACHD1,0.7356734693877551,24.5
ENSG00000181467,RAP2B,0.7356462585034013,14.7
ENSG00000111666,CHPT1,0.7356114130434783,147.2
ENSG00000075223,SEMA3C,0.7355895865237366,65.3
ENSG00000118369,USP35,0.7355555555555554,21.6
ENSG00000176407,KCMF1,0.7355350269438031,129.9
ENSG00000158201,ABHD3,0.7355267423014585,61.7
ENSG00000257218,GATC,0.7355182072829132,35.7
ENSG00000173821,RNF213,0.7355140186915888,32.1
ENSG00000102901,CENPT,0.7354042553191491,23.5
ENSG00000185453,ZSWIM9,0.7352272727272728,17.6
ENSG00000117676,RPS6KA1,0.7351626016260164,49.2
ENSG00000102241,HTATSF1,0.7351614797416324,170.3
ENSG00000220205,VAMP2,0.7351498167708559,463.9
ENSG00000106546,AHR,0.7351187904967602,46.3
ENSG00000144730,IL17RD,0.7351181102362205,12.7
ENSG00000118058,KMT2A,0.7350579150579151,25.9
ENSG00000167578,RAB4B,0.7350551470588235,108.8
ENSG00000160321,ZNF208,0.7350399999999999,12.5
ENSG00000056558,TRAF1,0.734968152866242,31.4
ENSG00000149289,ZC3H12C,0.734959349593496,12.3
ENSG00000137411,VARS2,0.7349538461538461,32.5
ENSG00000135317,SNX14,0.7349455337690632,45.9
ENSG00000042493,CAPG,0.7349057430951338,228.1
ENSG00000142227,EMP3,0.7348955613577024,306.4
ENSG00000174233,ADCY6,0.7348880597014924,53.6
ENSG00000135905,DOCK10,0.7347999999999999,35.0
ENSG00000092841,MYL6,0.7347090931868212,5587.7
ENSG00000130766,SESN2,0.7346768060836503,26.3
ENSG00000105993,DNAJB6,0.7346714378659727,307.4
ENSG00000184967,NOC4L,0.7346666666666666,31.5
ENSG00000132823,OSER1,0.7346622734761121,121.4
ENSG00000156170,NDUFAF6,0.7346086956521739,11.5
ENSG00000133606,MKRN1,0.7345835515976953,190.9
ENSG00000177200,CHD9,0.73455223880597,26.8
ENSG00000104221,BRF2,0.7345112781954888,26.6
ENSG00000033327,GAB2,0.7344444444444446,54.0
ENSG00000168275,COA6,0.7343848580441642,95.1
ENSG00000215375,MYL5,0.7342541436464088,54.3
ENSG00000188747,NOXA1,0.7341964285714286,22.4
ENSG00000107281,NPDC1,0.7341931424976407,317.9
ENSG00000169018,FEM1B,0.7341211225997045,67.7
ENSG00000140398,NEIL1,0.7340996168582375,26.1
ENSG00000177674,AGTRAP,0.734032,125.0
ENSG00000133460,SLC2A11,0.734025974025974,23.1
ENSG00000127329,PTPRB,0.7338292011019284,36.3
ENSG00000129028,THAP10,0.7338,10.0
ENSG00000243244,STON1,0.7337539432176656,31.7
ENSG00000132768,DPH2,0.733741935483871,31.0
ENSG00000186625,KATNA1,0.733729216152019,42.1
ENSG00000134287,ARF3,0.733716814159292,271.2
ENSG00000155906,RMND1,0.7337125748502993,33.4
ENSG00000139436,GIT2,0.733708260105448,56.9
ENSG00000073008,PVR,0.733615635179153,30.7
ENSG00000166532,RIMKLB,0.7335906040268455,59.6
ENSG00000126822,PLEKHG3,0.7335734870317002,69.4
ENSG00000147874,HAUS6,0.7335714285714287,22.4
ENSG00000148019,CEP78,0.7335211267605632,14.2
ENSG00000102030,NAA10,0.7334850051706308,96.7
ENSG00000124786,SLC35B3,0.7334482758620688,40.6
ENSG00000205707,ETFRF1,0.7334038800705468,113.4
ENSG00000154655,L3MBTL4,0.7333898305084746,11.8
ENSG00000160753,RUSC1,0.7333710407239821,88.4
ENSG00000065361,ERBB3,0.7333013205282113,83.3
ENSG00000140691,ARMC5,0.7332666666666668,30.0
ENSG00000165732,DDX21,0.7332461873638344,91.8
ENSG00000078902,TOLLIP,0.7331744811683321,130.1
ENSG00000120705,ETF1,0.7331625000000002,160.0
ENSG00000151746,BICD1,0.7330769230769231,18.2
ENSG00000123374,CDK2,0.733063063063063,44.4
ENSG00000138867,GUCD1,0.7330537830446674,109.7
ENSG00000213533,STIMATE,0.7330232558139536,30.1
ENSG00000205726,ITSN1,0.733013435700576,52.1
ENSG00000133657,ATP13A3,0.7329951690821255,41.4
ENSG00000139832,RAB20,0.7329818181818182,55.0
ENSG00000164180,TMEM161B,0.73296,37.5
ENSG00000154175,ABI3BP,0.7329257641921397,91.6
ENSG00000105983,LMBR1,0.7328571428571429,26.6
ENSG00000143036,SLC44A3,0.7327927927927926,33.3
ENSG00000088970,KIZ,0.7327906976744187,68.8
ENSG00000171813,PWWP2B,0.7327567567567569,37.0
ENSG00000104774,MAN2B1,0.7327249683143218,78.9
ENSG00000148229,POLE3,0.7327102803738318,107.0
ENSG00000132906,CASP9,0.7326819923371647,52.2
ENSG00000124440,HIF3A,0.7326750448833033,55.7
ENSG00000134575,ACP2,0.7326499999999999,80.0
ENSG00000146757,ZNF92,0.7326451612903226,15.5
ENSG00000105866,SP4,0.73264,12.5
ENSG00000151090,THRB,0.7325691699604743,25.3
ENSG00000163558,PRKCI,0.7325538461538461,32.5
ENSG00000067334,DNTTIP2,0.7324822695035459,14.1
ENSG00000167258,CDK12,0.7324691358024691,32.4
ENSG00000116815,CD58,0.7324680073126142,54.7
ENSG00000219481,NBPF1,0.7323624595469256,30.9
ENSG00000172409,CLP1,0.7323577235772357,24.6
ENSG00000170502,NUDT9,0.7322516556291392,90.6
ENSG00000145191,EIF2B5,0.7322244488977955,49.9
ENSG00000074842,MYDGF,0.7321886051080548,254.5
ENSG00000182108,DEXI,0.7321493775933609,120.5
ENSG00000173542,MOB1B,0.732127659574468,28.2
ENSG00000168556,ING2,0.7321230769230769,32.5
ENSG00000162733,DDR2,0.7321212121212121,56.1
ENSG00000019995,ZRANB1,0.7320958083832335,50.1
ENSG00000033170,FUT8,0.732039800995025,40.2
ENSG00000166086,JAM3,0.7319753086419751,97.2
ENSG00000072682,P4HA2,0.7319410977242302,74.7
ENSG00000131634,TMEM204,0.7319288645690836,73.1
ENSG00000176222,ZNF404,0.7319277108433737,16.6
ENSG00000176454,LPCAT4,0.7319269102990035,60.2
ENSG00000145982,FARS2,0.7319209039548024,35.4
ENSG00000162032,SPSB3,0.7318913480885313,99.4
ENSG00000111144,LTA4H,0.7318909899888765,179.8
ENSG00000203668,CHML,0.7317757009345794,10.7
ENSG00000142961,MOB3C,0.7317721518987342,47.4
ENSG00000187676,B3GLCT,0.7317647058823531,17.0
ENSG00000131351,HAUS8,0.7317647058823529,13.6
ENSG00000022840,RNF10,0.7317397260273972,292.0
ENSG00000168394,TAP1,0.7317258261933904,81.7
ENSG00000146247,PHIP,0.7317056856187292,29.9
ENSG00000108679,LGALS3BP,0.731531263292216,470.2
ENSG00000114626,ABTB1,0.7315277777777777,100.8
ENSG00000116209,TMEM59,0.7315269693441987,1030.8
ENSG00000129675,ARHGEF6,0.7315217391304347,64.4
ENSG00000182463,TSHZ2,0.7315121951219513,20.5
ENSG00000136828,RALGPS1,0.7314594594594594,37.0
ENSG00000106346,USP42,0.7314482758620692,14.5
ENSG00000102805,CLN5,0.7313782991202348,68.2
ENSG00000105677,TMEM147,0.7313592946362969,272.2
ENSG00000102781,KATNAL1,0.7312820512820513,19.5
ENSG00000198648,STK39,0.7312307692307692,65.0
ENSG00000115415,STAT1,0.731143481427531,137.3
ENSG00000168301,KCTD6,0.7311250000000001,48.0
ENSG00000099795,NDUFB7,0.7310927401172402,665.3
ENSG00000130052,STARD8,0.7310769230769231,19.5
ENSG00000281039,ENSG00000281039,0.7309963099630997,27.1
ENSG00000141084,RANBP10,0.7309352517985613,41.7
ENSG00000256771,ZNF253,0.7309289617486339,18.3
ENSG00000117335,CD46,0.730884306186648,286.1
ENSG00000197702,PARVA,0.7308641975308642,89.1
ENSG00000172716,SLFN11,0.7308205128205129,39.0
ENSG00000140463,BBS4,0.7308095238095237,42.0
ENSG00000142864,SERBP1,0.7307828843106181,315.5
ENSG00000104064,GABPB1,0.7307645259938836,32.7
ENSG00000137806,NDUFAF1,0.7307056798623064,58.1
ENSG00000234719,NPIPB2,0.7306896551724138,11.6
ENSG00000060237,WNK1,0.7306018237082067,164.5
ENSG00000137310,TCF19,0.7305785123966944,12.1
ENSG00000197912,SPG7,0.7305668016194332,49.4
ENSG00000141627,DYM,0.7305650459921155,76.1
ENSG00000125629,INSIG2,0.7305607476635515,21.4
ENSG00000101367,MAPRE1,0.7305494505494506,182.0
ENSG00000124523,SIRT5,0.7305056179775281,35.6
ENSG00000104419,NDRG1,0.7304178154825025,471.5
ENSG00000184007,PTP4A2,0.7303929747530188,455.5
ENSG00000100842,EFS,0.7303871829105472,74.9
ENSG00000072858,SIDT1,0.7303773584905661,10.6
ENSG00000198087,CD2AP,0.7303214285714285,56.0
ENSG00000196588,MRTFA,0.7302564102564102,66.3
ENSG00000119383,PTPA,0.7302413036665623,319.1
ENSG00000206527,HACD2,0.7302340093603745,64.1
ENSG00000162298,SYVN1,0.7302154398563734,111.4
ENSG00000140521,POLG,0.7301818181818182,22.0
ENSG00000131504,DIAPH1,0.7301443816698052,159.3
ENSG00000151491,EPS8,0.7300890207715132,101.1
ENSG00000171357,LURAP1,0.730081300813008,12.3
ENSG00000132740,IGHMBP2,0.7300775193798451,12.9
ENSG00000185022,MAFF,0.730039603960396,101.0
ENSG00000183621,ZNF438,0.73,23.4
ENSG00000137642,SORL1,0.7299816513761467,54.5
ENSG00000213593,TMX2,0.7299573560767589,187.6
ENSG00000157881,PANK4,0.7299053627760251,31.7
ENSG00000119139,TJP2,0.7298850574712644,113.1
ENSG00000105397,TYK2,0.729881188118812,101.0
ENSG00000181788,SIAH2,0.7298492462311558,79.6
ENSG00000059691,GATB,0.7298162729658791,38.1
ENSG00000053371,AKR7A2,0.7298144023756497,134.7
ENSG00000134815,DHX34,0.7298113207547171,21.2
ENSG00000140743,CDR2,0.7297841726618707,69.5
ENSG00000107771,CCSER2,0.7297096774193548,62.0
ENSG00000163659,TIPARP,0.7296677384780278,93.3
ENSG00000156735,BAG4,0.7296296296296295,27.0
ENSG00000130511,SSBP4,0.7295509171410501,158.1
ENSG00000162616,DNAJB4,0.7295209580838322,66.8
ENSG00000090266,NDUFB2,0.7295087023573475,907.8
ENSG00000074416,MGLL,0.7294606323620582,161.3
ENSG00000196776,CD47,0.729458948164964,264.3
ENSG00000139974,SLC38A6,0.7294472361809045,19.9
ENSG00000204463,BAG6,0.7292967581047382,200.5
ENSG00000138085,ATRAID,0.729290561381863,324.2
ENSG00000117984,CTSD,0.7292756644085462,959.5
ENSG00000001461,NIPAL3,0.7292281879194631,59.6
ENSG00000125991,ERGIC3,0.7292048929663608,523.2
ENSG00000135930,EIF4E2,0.729185082872928,144.8
ENSG00000151092,NGLY1,0.7291362763915546,52.1
ENSG00000155545,MIER3,0.7290592334494774,28.7
ENSG00000160888,IER2,0.7290265486725663,259.9
ENSG00000112977,DAP,0.7289414802065405,232.4
ENSG00000170638,TRABD,0.7289385474860336,71.6
ENSG00000096092,TMEM14A,0.7288850771869639,116.6
ENSG00000165716,DIPK1B,0.7288571428571429,42.0
ENSG00000116649,SRM,0.7288465723612625,183.8
ENSG00000005483,KMT2E,0.7288198757763976,32.2
ENSG00000135074,ADAM19,0.7287632508833923,28.3
ENSG00000101868,POLA1,0.7287499999999999,11.2
ENSG00000173011,TADA2B,0.7286363636363636,48.4
ENSG00000138495,COX17,0.7286138002059732,485.5
ENSG00000162927,PUS10,0.7285714285714286,14.0
ENSG00000115594,IL1R1,0.728546895640687,151.4
ENSG00000079462,PAFAH1B3,0.7285214626391098,62.9
ENSG00000174915,PTDSS2,0.7285209713024284,45.3
ENSG00000183605,SFXN4,0.7284476534296027,55.4
ENSG00000213639,PPP1CB,0.7284372512602814,376.9
ENSG00000198612,COPS8,0.7284210526315791,159.6
ENSG00000011198,ABHD5,0.7283733333333333,37.5
ENSG00000101199,ARFGAP1,0.7283031301482703,60.7
ENSG00000141570,CBX8,0.7282692307692308,10.4
ENSG00000134504,KCTD1,0.7282638888888888,57.6
ENSG00000131143,COX4I1,0.728256375629772,1925.3
ENSG00000101096,NFATC2,0.7281290322580645,15.5
ENSG00000115325,DOK1,0.728041237113402,19.4
ENSG00000135972,MRPS9,0.7279306608884073,92.3
ENSG00000157654,PALM2AKAP2,0.7278610206297502,92.1
ENSG00000080815,PSEN1,0.7278326996197718,78.9
ENSG00000167778,SPRYD3,0.7278059701492536,134.0
ENSG00000130811,EIF3G,0.7277454616435682,512.3
ENSG00000142937,RPS8,0.7276967262219403,5675.4
ENSG00000189079,ARID2,0.7276543209876545,24.3
ENSG00000167721,TSR1,0.727465618860511,50.9
ENSG00000148335,NTMT1,0.7273206751054851,94.8
ENSG00000144824,PHLDB2,0.7273182957393484,39.9
ENSG00000130589,HELZ2,0.7272992700729927,13.7
ENSG00000161551,ZNF577,0.727265625,25.6
ENSG00000125845,BMP2,0.7272448979591837,19.6
ENSG00000143537,ADAM15,0.7271017274472169,104.2
ENSG00000164970,FAM219A,0.7270923913043478,73.6
ENSG00000135596,MICAL1,0.7270827679782904,73.7
ENSG00000162377,COA7,0.7270526315789472,19.0
ENSG00000144218,AFF3,0.727019867549669,15.1
ENSG00000113845,TIMMDC1,0.7270152505446623,45.9
ENSG00000241404,EGFL8,0.727,32.0
ENSG00000104980,TIMM44,0.7268669527896996,69.9
ENSG00000109466,KLHL2,0.7268607068607069,48.1
ENSG00000143033,MTF2,0.7267647058823529,27.2
ENSG00000169957,ZNF768,0.7267121729237769,87.9
ENSG00000138767,CNOT6L,0.7266826923076924,41.6
ENSG00000218891,ZNF579,0.7266666666666666,32.4
ENSG00000215251,FASTKD5,0.7266031746031745,31.5
ENSG00000140199,SLC12A6,0.7265972222222221,28.8
ENSG00000169629,RGPD8,0.7265734265734265,14.3
ENSG00000121644,DESI2,0.7264717348927874,51.3
ENSG00000151575,TEX9,0.7263716814159292,11.3
ENSG00000232859,LYRM9,0.7263636363636364,72.6
ENSG00000162851,TFB2M,0.7262889518413597,35.3
ENSG00000163703,CRELD1,0.7262695924764891,31.9
ENSG00000177427,MIEF2,0.7262127659574469,23.5
ENSG00000149179,CSTPP1,0.7261764705882353,61.2
ENSG00000020181,ADGRA2,0.7261508704061894,51.7
ENSG00000197312,DDI2,0.726111111111111,25.2
ENSG00000143889,HNRNPLL,0.7260940695296523,48.9
ENSG00000060656,PTPRU,0.72609022556391,26.6
ENSG00000154229,PRKCA,0.7260790273556232,32.9
ENSG00000116406,EDEM3,0.7260289855072465,34.5
ENSG00000167323,STIM1,0.7259829059829062,105.3
ENSG00000015153,YAF2,0.7259649122807018,34.2
ENSG00000108671,PSMD11,0.7259548254620124,97.4
ENSG00000106603,COA1,0.7259114583333335,76.8
ENSG00000112357,PEX7,0.7259055118110237,25.4
ENSG00000120265,PCMT1,0.7258857696030977,206.6
ENSG00000116731,PRDM2,0.7258620689655173,75.4
ENSG00000058063,ATP11B,0.725847076461769,66.7
ENSG00000112062,MAPK14,0.7258343057176198,85.7
ENSG00000101104,PABPC1L,0.7257142857142855,11.9
ENSG00000184381,PLA2G6,0.7257021276595745,47.0
ENSG00000115091,ACTR3,0.7256737588652483,310.2
ENSG00000173905,GOLIM4,0.725653798256538,80.3
ENSG00000164897,TMUB1,0.7256461538461539,130.0
ENSG00000051596,THOC3,0.7256349206349206,100.8
ENSG00000144120,TMEM177,0.7255967078189304,24.3
ENSG00000083290,ULK2,0.7255063291139241,31.6
ENSG00000107443,CCNJ,0.7255045871559633,10.9
ENSG00000111801,BTN3A3,0.7254954954954955,44.4
ENSG00000106799,TGFBR1,0.7254666666666667,45.0
ENSG00000174953,DHX36,0.7253577981651377,54.5
ENSG00000188295,ZNF669,0.7252727272727273,11.0
ENSG00000125753,VASP,0.725226603884638,169.9
ENSG00000140104,CLBA1,0.7252212389380532,22.6
ENSG00000156050,FAM161B,0.7251578947368422,19.0
ENSG00000198431,TXNRD1,0.7251088534107403,137.8
ENSG00000110046,ATG2A,0.7250966608084358,56.9
ENSG00000155115,GTF3C6,0.7250946008306414,216.7
ENSG00000088451,TGDS,0.725053380782918,28.1
ENSG00000129315,CCNT1,0.7250359712230217,27.8
ENSG00000101004,NINL,0.7250273224043717,18.3
ENSG00000267673,FDX2,0.7250259067357513,77.2
ENSG00000163950,SLBP,0.7250139275766019,107.7
ENSG00000197852,INKA2,0.7249624060150377,13.3
ENSG00000187522,HSPA14,0.724950495049505,40.4
ENSG00000134909,ARHGAP32,0.7248813559322034,29.5
ENSG00000087460,GNAS,0.7248766522181197,3737.4
ENSG00000114790,ARHGEF26,0.7248192771084337,16.6
ENSG00000183323,CCDC125,0.7247933884297519,12.1
ENSG00000125454,SLC25A19,0.7247129909365558,33.1
ENSG00000104643,MTMR9,0.7246913580246914,16.2
ENSG00000172469,MANEA,0.7246829268292683,20.5
ENSG00000143162,CREG1,0.7246756071040231,275.9
ENSG00000118263,KLF7,0.724655737704918,30.5
ENSG00000126934,MAP2K2,0.7245364741641338,263.2
ENSG00000102595,UGGT2,0.7244635193133049,23.3
ENSG00000076513,ANKRD13A,0.724423076923077,62.4
ENSG00000109320,NFKB1,0.7244117647058823,47.6
ENSG00000166311,SMPD1,0.7243410852713178,90.3
ENSG00000068400,GRIPAP1,0.724335260115607,69.2
ENSG00000165678,GHITM,0.7242806687073228,424.7
ENSG00000198455,ZXDB,0.7242647058823529,13.6
ENSG00000114439,BBX,0.7242435424354244,54.2
ENSG00000140043,PTGR2,0.7241558441558442,30.8
ENSG00000144857,BOC,0.7241411764705882,42.5
ENSG00000204152,TIMM23B,0.7240229885057471,17.4
ENSG00000136141,LRCH1,0.7240223463687151,35.8
ENSG00000131831,RAI2,0.7239520958083834,66.8
ENSG00000164758,MED30,0.723857142857143,42.0
ENSG00000166444,DENND2B,0.7238251366120219,128.1
ENSG00000068305,MEF2A,0.7238235294117645,88.4
ENSG00000058262,SEC61A1,0.7237345679012347,259.2
ENSG00000148343,MIGA2,0.7237125748502993,16.7
ENSG00000223547,ZNF844,0.7237037037037036,10.8
ENSG00000133313,CNDP2,0.7236857419980604,309.3
ENSG00000065882,TBC1D1,0.7236416605972323,137.3
ENSG00000155189,AGPAT5,0.7236082474226804,19.4
ENSG00000188647,PTAR1,0.7235736677115989,31.9
ENSG00000276966,H4C5,0.7235514018691588,10.7
ENSG00000146386,ABRACL,0.7235384615384615,130.0
ENSG00000273136,NBPF26,0.7235369774919614,31.1
